S.no,vegetableName,price,imageProperties_vegetableHeight,imageProperties_vegetableWidth,imageProperties_vegetableTop,units,id,shopingMallPrice,retailPrice,table_imageUrl,table_imageSize,table_heightRatio,date
9981,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,7/29/2022
9982,Ladies Finger,33,92,64,3509,1kg,ladiesFinger,40 - 54,38 - 42,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,7/29/2022
9983,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,7/29/2022
9984,Radish,25,88,64,3665,1kg,radish,30 - 41,29 - 32,resource/images/vegetables/radish-64.png,0.9,1.37,7/29/2022
9985,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,7/29/2022
9986,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,7/29/2022
9987,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,7/29/2022
9988,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,7/29/2022
9989,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,7/29/2022
9990,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,7/29/2022
9991,Onion Big,21,64,64,0,1kg,onionBig,25 - 35,24 - 27,resource/images/vegetables/onionBig-64.png,1,1,7/30/2022
9992,Onion Small,32,60,64,64,1kg,onionSmall,38 - 53,37 - 41,resource/images/vegetables/onionSmall-64.png,1,0.94,7/30/2022
9993,Tomato,20,50,64,124,1kg,tomato,24 - 33,23 - 25,resource/images/vegetables/tomato-64.png,1.2,0.77,7/30/2022
9994,Green Chilli,37,69,64,174,1kg,greenChili,44 - 61,43 - 47,resource/images/vegetables/greenChili-64.png,1,1.08,7/30/2022
9995,Beetroot,41,93,64,243,1kg,beetroot,49 - 68,47 - 52,resource/images/vegetables/beetroot-64.png,0.8,1.43,7/30/2022
9996,Potato,33,64,90,400,1kg,potato,40 - 54,38 - 42,resource/images/vegetables/potato-64.png,1,0.72,7/30/2022
9997,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,7/30/2022
9998,Amaranth Leaves,9,64,78,613,1kg,amaranthLeaves,15-Nov,11-Oct,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,7/30/2022
9999,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,7/30/2022
10000,Ash gourd,28,64,109,741,1kg,ashGourd,34 - 46,32 - 36,resource/images/vegetables/ashGourd-64.png,1,0.59,7/30/2022
10001,Baby Corn,49,64,100,805,1kg,babyCorn,59 - 81,56 - 62,resource/images/vegetables/babyCorn-64.png,1,0.64,7/30/2022
10002,Banana Flower,13,64,107,869,1kg,bananaFlower,16 - 21,15 - 17,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,7/30/2022
10003,Capsicum,32,81,64,933,1kg,capsicum,38 - 53,37 - 41,resource/images/vegetables/capsicum-64.png,0.8,1.26,7/30/2022
10004,Bitter Gourd,35,64,87,1101,1kg,bitterGourd,42 - 58,40 - 44,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,7/30/2022
10005,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,7/30/2022
10006,Butter Beans,77,64,82,1229,1kg,butterBeans,92 - 127,89 - 98,resource/images/vegetables/butterBeans-64.png,1.1,0.8,7/30/2022
10007,Broad Beans,39,64,96,1293,1kg,broadBeans,47 - 64,45 - 50,resource/images/vegetables/broadBeans-64.png,1.2,0.66,7/30/2022
10008,Cabbage,21,64,70,1357,1kg,cabbage,25 - 35,24 - 27,resource/images/vegetables/cabbage-64.png,1,0.92,7/30/2022
10009,Carrot,43,85,64,464,1kg,carrot,52 - 71,49 - 55,resource/images/vegetables/carrot-64.png,1,1.28,7/30/2022
10010,Cauliflower,25,64,71,1421,1kg,cauliflower,30 - 41,29 - 32,resource/images/vegetables/cauliflower-64.png,1,0.92,7/30/2022
10011,Cluster beans,33,64,85,1485,1kg,clusterBeans,40 - 54,38 - 42,resource/images/vegetables/clusterBeans-64.png,1,0.77,7/30/2022
10012,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,7/30/2022
10013,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,7/30/2022
10014,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,7/30/2022
10015,Coriander Leaves,12,64,56,1741,1kg,corianderLeaves,14 - 20,14 - 15,resource/images/vegetables/corianderLeaves-64.png,1,1.12,7/30/2022
10016,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,7/30/2022
10017,Cucumber,20,64,92,1916,1kg,cucumber,24 - 33,23 - 25,resource/images/vegetables/cucumber-64.png,1,0.7,7/30/2022
10018,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,7/30/2022
10019,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,7/30/2022
10020,Drumsticks,30,64,87,2138,1kg,drumsticks,36 - 50,35 - 38,resource/images/vegetables/drumsticks-64.png,1,0.74,7/30/2022
10021,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,7/30/2022
10022,Brinjal (Big),29,71,64,2288,1kg,brinjalBig,35 - 48,33 - 37,resource/images/vegetables/brinjalBig-64.png,1,1.13,7/30/2022
10023,Elephant Yam,29,64,86,2423,1kg,elephantYam,35 - 48,33 - 37,resource/images/vegetables/elephantYam-64.png,1,0.75,7/30/2022
10024,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,7/30/2022
10025,French Beans,64,64,97,2615,1kg,frenchBeans,77 - 106,74 - 81,resource/images/vegetables/frenchBeans-64.png,1,0.67,7/30/2022
10026,Garlic,73,68,64,2679,1kg,garlic,88 - 120,84 - 93,resource/images/vegetables/garlic-64.png,1,1.04,7/30/2022
10027,Ginger,39,64,71,549,1kg,ginger,47 - 64,45 - 50,resource/images/vegetables/ginger-64.png,1,0.92,7/30/2022
10028,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,7/30/2022
10029,Green Peas,73,64,84,2943,1kg,greenPeas,88 - 120,84 - 93,resource/images/vegetables/greenPeas-64.png,1,0.77,7/30/2022
10030,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,7/30/2022
10031,Lemon (Lime),59,64,72,3071,1kg,lemon,71 - 97,68 - 75,resource/images/vegetables/lemon-64.png,1,0.88,7/30/2022
10032,Mango Raw,64,64,73,3210,1kg,mangoRaw,77 - 106,74 - 81,resource/images/vegetables/mangoRaw-64.png,1,0.87,7/30/2022
10033,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,7/30/2022
10034,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,7/30/2022
10035,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,7/30/2022
10036,Ladies Finger,33,92,64,3509,1kg,ladiesFinger,40 - 54,38 - 42,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,7/30/2022
10037,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,7/30/2022
10038,Radish,25,88,64,3665,1kg,radish,30 - 41,29 - 32,resource/images/vegetables/radish-64.png,0.9,1.37,7/30/2022
10039,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,7/30/2022
10040,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,7/30/2022
10041,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,7/30/2022
10042,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,7/30/2022
10043,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,7/30/2022
10044,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,7/30/2022
10045,Onion Big,21,64,64,0,1kg,onionBig,25 - 35,24 - 27,resource/images/vegetables/onionBig-64.png,1,1,7/31/2022
10046,Onion Small,32,60,64,64,1kg,onionSmall,38 - 53,37 - 41,resource/images/vegetables/onionSmall-64.png,1,0.94,7/31/2022
10047,Tomato,20,50,64,124,1kg,tomato,24 - 33,23 - 25,resource/images/vegetables/tomato-64.png,1.2,0.77,7/31/2022
10048,Green Chilli,37,69,64,174,1kg,greenChili,44 - 61,43 - 47,resource/images/vegetables/greenChili-64.png,1,1.08,7/31/2022
10049,Beetroot,41,93,64,243,1kg,beetroot,49 - 68,47 - 52,resource/images/vegetables/beetroot-64.png,0.8,1.43,7/31/2022
10050,Potato,33,64,90,400,1kg,potato,40 - 54,38 - 42,resource/images/vegetables/potato-64.png,1,0.72,7/31/2022
10051,Raw Banana (Plantain),9,64,97,336,1kg,plantain,15-Nov,11-Oct,resource/images/vegetables/plantain-64.png,1.2,0.66,7/31/2022
10052,Amaranth Leaves,9,64,78,613,1kg,amaranthLeaves,15-Nov,11-Oct,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,7/31/2022
10053,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,7/31/2022
10054,Ash gourd,28,64,109,741,1kg,ashGourd,34 - 46,32 - 36,resource/images/vegetables/ashGourd-64.png,1,0.59,7/31/2022
10055,Baby Corn,49,64,100,805,1kg,babyCorn,59 - 81,56 - 62,resource/images/vegetables/babyCorn-64.png,1,0.64,7/31/2022
10056,Banana Flower,13,64,107,869,1kg,bananaFlower,16 - 21,15 - 17,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,7/31/2022
10057,Capsicum,32,81,64,933,1kg,capsicum,38 - 53,37 - 41,resource/images/vegetables/capsicum-64.png,0.8,1.26,7/31/2022
10058,Bitter Gourd,35,64,87,1101,1kg,bitterGourd,42 - 58,40 - 44,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,7/31/2022
10059,Bottle Gourd,30,64,64,1165,1kg,bottleGourd,36 - 50,35 - 38,resource/images/vegetables/bottleGourd-64.png,1.2,1,7/31/2022
10060,Butter Beans,77,64,82,1229,1kg,butterBeans,92 - 127,89 - 98,resource/images/vegetables/butterBeans-64.png,1.1,0.8,7/31/2022
10061,Broad Beans,39,64,96,1293,1kg,broadBeans,47 - 64,45 - 50,resource/images/vegetables/broadBeans-64.png,1.2,0.66,7/31/2022
10062,Cabbage,21,64,70,1357,1kg,cabbage,25 - 35,24 - 27,resource/images/vegetables/cabbage-64.png,1,0.92,7/31/2022
10063,Carrot,43,85,64,464,1kg,carrot,52 - 71,49 - 55,resource/images/vegetables/carrot-64.png,1,1.28,7/31/2022
10064,Cauliflower,25,64,71,1421,1kg,cauliflower,30 - 41,29 - 32,resource/images/vegetables/cauliflower-64.png,1,0.92,7/31/2022
10065,Cluster beans,33,64,85,1485,1kg,clusterBeans,40 - 54,38 - 42,resource/images/vegetables/clusterBeans-64.png,1,0.77,7/31/2022
10066,Coconut,32,64,77,1549,1kg,coconut,38 - 53,37 - 41,resource/images/vegetables/coconut-64.png,1,0.85,7/31/2022
10067,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,7/31/2022
10068,Colocasia,26,64,96,1677,1kg,colocasia,31 - 43,30 - 33,resource/images/vegetables/colocasia-64.png,1,0.66,7/31/2022
10069,Coriander Leaves,12,64,56,1741,1kg,corianderLeaves,14 - 20,14 - 15,resource/images/vegetables/corianderLeaves-64.png,1,1.12,7/31/2022
10070,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,7/31/2022
10071,Cucumber,20,64,92,1916,1kg,cucumber,24 - 33,23 - 25,resource/images/vegetables/cucumber-64.png,1,0.7,7/31/2022
10072,Curry Leaves,25,81,64,1980,1kg,curryLeaves,30 - 41,29 - 32,resource/images/vegetables/curryLeaves-64.png,1,1.26,7/31/2022
10073,Dill Leaves,11,77,64,2061,1kg,dillLeaves,13 - 18,13 - 14,resource/images/vegetables/dillLeaves-64.png,1,1.16,7/31/2022
10074,Drumsticks,30,64,87,2138,1kg,drumsticks,36 - 50,35 - 38,resource/images/vegetables/drumsticks-64.png,1,0.74,7/31/2022
10075,Brinjal,32,86,64,2202,1kg,brinjal,38 - 53,37 - 41,resource/images/vegetables/brinjal-64.png,1,1.31,7/31/2022
10076,Brinjal (Big),29,71,64,2288,1kg,brinjalBig,35 - 48,33 - 37,resource/images/vegetables/brinjalBig-64.png,1,1.13,7/31/2022
10077,Elephant Yam,29,64,86,2423,1kg,elephantYam,35 - 48,33 - 37,resource/images/vegetables/elephantYam-64.png,1,0.75,7/31/2022
10078,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,7/31/2022
10079,French Beans,64,64,97,2615,1kg,frenchBeans,77 - 106,74 - 81,resource/images/vegetables/frenchBeans-64.png,1,0.67,7/31/2022
10080,Garlic,73,68,64,2679,1kg,garlic,88 - 120,84 - 93,resource/images/vegetables/garlic-64.png,1,1.04,7/31/2022
10081,Ginger,39,64,71,549,1kg,ginger,47 - 64,45 - 50,resource/images/vegetables/ginger-64.png,1,0.92,7/31/2022
10082,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,7/31/2022
10083,Green Peas,73,64,84,2943,1kg,greenPeas,88 - 120,84 - 93,resource/images/vegetables/greenPeas-64.png,1,0.77,7/31/2022
10084,Ivy Gourd,22,64,96,3007,1kg,ivyGourd,26 - 36,25 - 28,resource/images/vegetables/ivyGourd-64.png,1,0.66,7/31/2022
10085,Lemon (Lime),59,64,72,3071,1kg,lemon,71 - 97,68 - 75,resource/images/vegetables/lemon-64.png,1,0.88,7/31/2022
10086,Mango Raw,64,64,73,3210,1kg,mangoRaw,77 - 106,74 - 81,resource/images/vegetables/mangoRaw-64.png,1,0.87,7/31/2022
10087,Mint Leaves,4,64,101,3274,1kg,mintLeaves,7-May,5-May,resource/images/vegetables/mintLeaves-64.png,1,0.72,7/31/2022
10088,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,7/31/2022
10089,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,7/31/2022
10090,Ladies Finger,33,92,64,3509,1kg,ladiesFinger,40 - 54,38 - 42,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,7/31/2022
10091,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,7/31/2022
10092,Radish,25,88,64,3665,1kg,radish,30 - 41,29 - 32,resource/images/vegetables/radish-64.png,0.9,1.37,7/31/2022
10093,Ridge Gourd,25,64,138,3753,1kg,ridgeGourd,30 - 41,29 - 32,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,7/31/2022
10094,Shallot (Pearl Onion),37,68,64,3817,1kg,shallot,44 - 61,43 - 47,resource/images/vegetables/shallot-64.png,1,1.06,7/31/2022
10095,Snake Gourd,28,64,139,3885,1kg,snakeGourd,34 - 46,32 - 36,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,7/31/2022
10096,Sorrel Leaves,11,64,79,3949,1kg,sorrelLeaves,13 - 18,13 - 14,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,7/31/2022
10097,Spinach,12,69,64,4013,1kg,spinach,14 - 20,14 - 15,resource/images/vegetables/spinach-64.png,1,1.07,7/31/2022
10098,Sweet Potato,36,64,103,4082,1kg,sweetPotato,43 - 59,41 - 46,resource/images/vegetables/sweetPotato-64.png,1,0.62,7/31/2022
10099,Onion Big,22,64,64,0,1kg,onionBig,26 - 36,25 - 28,resource/images/vegetables/onionBig-64.png,1,1,8/1/2022
10100,Onion Small,30,60,64,64,1kg,onionSmall,36 - 50,35 - 38,resource/images/vegetables/onionSmall-64.png,1,0.94,8/1/2022
10101,Tomato,19,50,64,124,1kg,tomato,23 - 31,22 - 24,resource/images/vegetables/tomato-64.png,1.2,0.77,8/1/2022
10102,Green Chilli,42,69,64,174,1kg,greenChili,50 - 69,48 - 53,resource/images/vegetables/greenChili-64.png,1,1.08,8/1/2022
10103,Beetroot,40,93,64,243,1kg,beetroot,48 - 66,46 - 51,resource/images/vegetables/beetroot-64.png,0.8,1.43,8/1/2022
10104,Potato,30,64,90,400,1kg,potato,36 - 50,35 - 38,resource/images/vegetables/potato-64.png,1,0.72,8/1/2022
10105,Raw Banana (Plantain),8,64,97,336,1kg,plantain,13-Oct,10-Sep,resource/images/vegetables/plantain-64.png,1.2,0.66,8/1/2022
10106,Amaranth Leaves,10,64,78,613,1kg,amaranthLeaves,17-Dec,13-Dec,resource/images/vegetables/amaranthLeaves-64.png,1,0.82,8/1/2022
10107,Amla,50,64,88,677,1kg,amla,60 - 83,58 - 64,resource/images/vegetables/amla-64.png,1.2,0.72,8/1/2022
10108,Ash gourd,26,64,109,741,1kg,ashGourd,31 - 43,30 - 33,resource/images/vegetables/ashGourd-64.png,1,0.59,8/1/2022
10109,Baby Corn,54,64,100,805,1kg,babyCorn,65 - 89,62 - 69,resource/images/vegetables/babyCorn-64.png,1,0.64,8/1/2022
10110,Banana Flower,18,64,107,869,1kg,bananaFlower,22 - 30,21 - 23,resource/images/vegetables/bananaFlower-64.png,1.2,0.61,8/1/2022
10111,Capsicum,31,81,64,933,1kg,capsicum,37 - 51,36 - 39,resource/images/vegetables/capsicum-64.png,0.8,1.26,8/1/2022
10112,Bitter Gourd,37,64,87,1101,1kg,bitterGourd,44 - 61,43 - 47,resource/images/vegetables/bitterGourd-64.png,1.2,0.75,8/1/2022
10113,Bottle Gourd,29,64,64,1165,1kg,bottleGourd,35 - 48,33 - 37,resource/images/vegetables/bottleGourd-64.png,1.2,1,8/1/2022
10114,Butter Beans,73,64,82,1229,1kg,butterBeans,88 - 120,84 - 93,resource/images/vegetables/butterBeans-64.png,1.1,0.8,8/1/2022
10115,Broad Beans,41,64,96,1293,1kg,broadBeans,49 - 68,47 - 52,resource/images/vegetables/broadBeans-64.png,1.2,0.66,8/1/2022
10116,Cabbage,21,64,70,1357,1kg,cabbage,25 - 35,24 - 27,resource/images/vegetables/cabbage-64.png,1,0.92,8/1/2022
10117,Carrot,40,85,64,464,1kg,carrot,48 - 66,46 - 51,resource/images/vegetables/carrot-64.png,1,1.28,8/1/2022
10118,Cauliflower,29,64,71,1421,1kg,cauliflower,35 - 48,33 - 37,resource/images/vegetables/cauliflower-64.png,1,0.92,8/1/2022
10119,Cluster beans,36,64,85,1485,1kg,clusterBeans,43 - 59,41 - 46,resource/images/vegetables/clusterBeans-64.png,1,0.77,8/1/2022
10120,Coconut,36,64,77,1549,1kg,coconut,43 - 59,41 - 46,resource/images/vegetables/coconut-64.png,1,0.85,8/1/2022
10121,Colocasia Leaves,10,64,79,1613,1kg,colocasiaLeaves,17-Dec,13-Dec,resource/images/vegetables/colocasiaLeaves-64.png,1,0.85,8/1/2022
10122,Colocasia,23,64,96,1677,1kg,colocasia,28 - 38,26 - 29,resource/images/vegetables/colocasia-64.png,1,0.66,8/1/2022
10123,Coriander Leaves,11,64,56,1741,1kg,corianderLeaves,13 - 18,13 - 14,resource/images/vegetables/corianderLeaves-64.png,1,1.12,8/1/2022
10124,Corn,24,111,64,1805,1kg,corn,29 - 40,28 - 30,resource/images/vegetables/corn-64.png,0.8,1.7,8/1/2022
10125,Cucumber,21,64,92,1916,1kg,cucumber,25 - 35,24 - 27,resource/images/vegetables/cucumber-64.png,1,0.7,8/1/2022
10126,Curry Leaves,28,81,64,1980,1kg,curryLeaves,34 - 46,32 - 36,resource/images/vegetables/curryLeaves-64.png,1,1.26,8/1/2022
10127,Dill Leaves,14,77,64,2061,1kg,dillLeaves,17 - 23,16 - 18,resource/images/vegetables/dillLeaves-64.png,1,1.16,8/1/2022
10128,Drumsticks,40,64,87,2138,1kg,drumsticks,48 - 66,46 - 51,resource/images/vegetables/drumsticks-64.png,1,0.74,8/1/2022
10129,Brinjal,27,86,64,2202,1kg,brinjal,32 - 45,31 - 34,resource/images/vegetables/brinjal-64.png,1,1.31,8/1/2022
10130,Brinjal (Big),27,71,64,2288,1kg,brinjalBig,32 - 45,31 - 34,resource/images/vegetables/brinjalBig-64.png,1,1.13,8/1/2022
10131,Elephant Yam,28,64,86,2423,1kg,elephantYam,34 - 46,32 - 36,resource/images/vegetables/elephantYam-64.png,1,0.75,8/1/2022
10132,Fenugreek Leaves,9,64,91,2551,1kg,fenugreekLeaves,15-Nov,11-Oct,resource/images/vegetables/fenugreekLeaves-64.png,1,0.71,8/1/2022
10133,French Beans,67,64,97,2615,1kg,frenchBeans,80 - 111,77 - 85,resource/images/vegetables/frenchBeans-64.png,1,0.67,8/1/2022
10134,Garlic,72,68,64,2679,1kg,garlic,86 - 119,83 - 91,resource/images/vegetables/garlic-64.png,1,1.04,8/1/2022
10135,Ginger,41,64,71,549,1kg,ginger,49 - 68,47 - 52,resource/images/vegetables/ginger-64.png,1,0.92,8/1/2022
10136,Onion Green,42,64,104,2815,1kg,onionGreen,50 - 69,48 - 53,resource/images/vegetables/onionGreen-64.png,1,0.62,8/1/2022
10137,Green Peas,76,64,84,2943,1kg,greenPeas,91 - 125,87 - 97,resource/images/vegetables/greenPeas-64.png,1,0.77,8/1/2022
10138,Ivy Gourd,24,64,96,3007,1kg,ivyGourd,29 - 40,28 - 30,resource/images/vegetables/ivyGourd-64.png,1,0.66,8/1/2022
10139,Lemon (Lime),58,64,72,3071,1kg,lemon,70 - 96,67 - 74,resource/images/vegetables/lemon-64.png,1,0.88,8/1/2022
10140,Mango Raw,67,64,73,3210,1kg,mangoRaw,80 - 111,77 - 85,resource/images/vegetables/mangoRaw-64.png,1,0.87,8/1/2022
10141,Mint Leaves,5,64,101,3274,1kg,mintLeaves,8-Jun,6-Jun,resource/images/vegetables/mintLeaves-64.png,1,0.72,8/1/2022
10142,Mushroom,79,83,64,3338,1kg,mushroom,95 - 130,91 - 100,resource/images/vegetables/mushroom-64.png,0.8,1.29,8/1/2022
10143,Mustard Leaves,12,88,64,3421,1kg,mustardLeaves,14 - 20,14 - 15,resource/images/vegetables/mustardLeaves-64.png,0.8,1.35,8/1/2022
10144,Ladies Finger,34,92,64,3509,1kg,ladiesFinger,41 - 56,39 - 43,resource/images/vegetables/ladiesFinger-64.png,0.8,1.43,8/1/2022
10145,Pumpkin,26,64,65,3601,1kg,pumpkin,31 - 43,30 - 33,resource/images/vegetables/pumpkin-64.png,1,0.98,8/1/2022
10146,Radish,28,88,64,3665,1kg,radish,34 - 46,32 - 36,resource/images/vegetables/radish-64.png,0.9,1.37,8/1/2022
10147,Ridge Gourd,29,64,138,3753,1kg,ridgeGourd,35 - 48,33 - 37,resource/images/vegetables/ridgeGourd-64.png,1.2,0.47,8/1/2022
10148,Shallot (Pearl Onion),32,68,64,3817,1kg,shallot,38 - 53,37 - 41,resource/images/vegetables/shallot-64.png,1,1.06,8/1/2022
10149,Snake Gourd,27,64,139,3885,1kg,snakeGourd,32 - 45,31 - 34,resource/images/vegetables/snakeGourd-64.png,1.2,0.46,8/1/2022
10150,Sorrel Leaves,10,64,79,3949,1kg,sorrelLeaves,17-Dec,13-Dec,resource/images/vegetables/sorrelLeaves-64.png,1,0.82,8/1/2022
10151,Spinach,11,69,64,4013,1kg,spinach,13 - 18,13 - 14,resource/images/vegetables/spinach-64.png,1,1.07,8/1/2022
10152,Sweet Potato,40,64,103,4082,1kg,sweetPotato,48 - 66,46 - 51,resource/images/vegetables/sweetPotato-64.png,1,0.62,8/1/2022
10153,Onion Big,22,64,64,0,1kg,onionBig,26 - 36,25 - 28,resource/images/vegetables/onionBig-64.png,1,1,8/2/2022
10154,Onion Small,30,60,64,64,1kg,onionSmall,36 - 50,35 - 38,resource/images/vegetables/onionSmall-64.png,1,0.94,8/2/2022
10155,Tomato,19,50,64,124,1kg,tomato,23 - 31,22 - 24,resource/images/vegetables/tomato-64.png,1.2,0.77,8/2/2022
10156,Green Chilli,42,69,64,174,1kg,greenChili,50 - 69,48 - 53,resource/images/vegetables/greenChili-64.png,1,1.08,8/2/2022
10157,Beetroot,40,93,64,243,1kg,beetroot,48 - 66,46 - 51,resource/images/vegetables/beetroot-64.png,0.8,1.43,8/2/2022
10158,Potato,30,64,90,400,1kg,potato,36 - 50,35 - 38,resource/images/vegetables/potato-64.png,1,0.72,8/2/2022
10159,Raw Banana (Plantain),8,64,97,336,1kg,plantain,13-Oct,10-Sep,resource/images/vegetables/plantain-64.png,1.2,0.66,8/2/2022
